13,79.61,120.13,88.92,89.35,105.83,104.83,132.15,128.35,97.90,95.29,117.80,101.41,103.69,87.59,90.20,98.85,99.61,121.89,105.21
14,82.56,125.59,92.06,92.48,110.30,109.25,138.61,134.66,102.13,99.23,123.22,105.83,107.83,90.92,93.62,102.60,103.88,127.40,109.16
15,85.45,131.05,95.19,95.67,114.76,113.67,145.11,140.93,106.31,103.22,128.63,110.20,111.96,94.24,97.04,106.35,108.21,132.95,113.05
16,88.40,136.52,98.33,98.80,119.23,118.09,151.57,147.25,110.53,107.16,134.05,114.57,116.09,97.52,100.46,110.11,112.53,138.46,116.99
17,91.30,141.98,101.46,101.94,123.69,122.50,158.03,153.52,114.71,111.15,139.41,118.99,120.22,100.84,103.88,113.86,116.95,144.02,120.94
18,94.24,147.44,104.60,105.12,128.16,126.92,164.49,159.79,118.94,115.09,144.83,123.36,124.36,104.17,107.30,117.61,121.36,149.58,124.88
19,97.14,152.90,107.73,108.25,132.57,131.34,171.00,166.11,123.12,119.08,150.24,127.73,128.49,107.49,110.72,121.36,125.83,155.09,128.82
20,100.08,158.37,110.87,111.39,137.04,135.76,177.46,172.38,127.35,123.03,155.66,132.10,132.62,110.82,114.14,125.12,129.63,160.65,132.76
21,102.98,163.83,114.05,114.57,141.50,140.17,183.92,178.70,131.53,127.02,161.07,136.52,136.75,114.14,117.56,128.87,133.29,166.20,136.71
22,105.88,169.29,117.18,117.71,145.97,144.59,190.43,184.97,135.76,130.96,166.49,140.89,140.89,117.47,120.98,132.62,137.09,171.71,140.65
23,108.82,174.75,120.32,120.89,150.43,149.01,196.89,191.24,139.94,134.95,171.86,145.26,145.02,120.79,124.40,136.37,140.84,177.27,144.54
24,111.72,180.22,123.45,124.02,154.90,153.43,203.35,197.55,144.16,138.89,177.27,149.63,149.15,124.12,127.82,140.13,144.59,182.78,148.49
25,114.67,185.68,126.59,127.16,159.36,157.84,209.81,203.82,148.34,142.88,182.69,154.04,153.28,127.40,131.24,143.88,148.34,188.34,150.58
26,117.56,191.14,129.72,130.34,163.83,162.26,216.32,210.14,152.57,146.82,188.10,158.41,157.42,130.72,134.66,147.63,152.10,193.90,152.67
27,120.51,196.60,132.86,133.48,168.29,166.68,222.78,216.41,156.75,150.77,193.52,162.78,161.55,134.05,138.08,151.38,155.80,199.41,156.04
28,123.41,202.07,135.99,136.66,172.71,171.10,229.24,222.68,160.93,154.76,198.88,167.15,165.68,137.37,141.50,155.14,159.55,204.96,159.36
29,126.35,207.53,139.13,139.79,177.18,175.51,235.70,229.00,165.16,158.70,204.30,171.57,169.81,140.70,144.92,158.89,163.40,210.47,162.69
30,129.25,212.99,142.26,142.93,181.64,179.93,242.20,235.27,169.34,162.69,209.71,175.94,173.95,144.02,148.34,162.64,167.15,216.03,166.01
31,132.19,218.45,145.40,146.11,186.11,184.35,248.66,241.54,173.57,166.63,215.13,180.31,178.08,147.35,151.76,166.39,170.91,221.59,169.34
32,135.09,223.92,148.53,149.25,190.57,188.77,255.12,247.86,177.75,170.62,220.54,184.68,182.21,150.67,155.18,170.15,174.66,227.10,172.66
33,137.99,229.38,151.67,152.38,195.04,193.18,261.63,254.13,181.97,174.56,225.96,189.10,186.34,154.00,158.60,173.90,178.36,232.66,175.99
34,140.93,234.84,154.80,155.56,199.50,197.60,268.09,260.44,186.15,178.55,231.33,193.47,190.48,157.32,162.02,177.65,182.12,238.21,179.31
35,143.83,240.30,157.99,158.70,203.97,202.02,274.55,266.71,190.38,182.50,236.74,197.84,194.61,160.60,165.44,181.40,185.87,243.72,182.64
36,146.78,245.77,161.12,161.88,208.43,206.44,281.01,272.98,194.56,186.49,242.16,202.26,198.74,163.92,168.86,185.16,189.62,249.28,185.96
37,149.67,251.23,164.26,165.02,212.85,210.85,287.52,279.30,198.79,190.43,247.57,206.63,202.87,167.25,172.28,188.91,193.37,254.79,189.34
38,152.62,256.69,167.39,168.15,217.31,215.27,293.98,285.57,202.97,194.42,252.99,211.00,207.01,170.57,175.70,192.66,197.13,260.35,192.66
39,155.52,262.15,170.53,171.33,221.78,219.69,300.44,291.89,207.20,198.36,258.35,215.37,211.14,173.90,179.12,196.41,200.88,265.91,195.99
40,158.46,267.62,173.66,174.47,226.24,224.11,306.95,298.16,211.38,202.35,263.77,219.78,215.27,177.22,182.54,200.17,204.58,271.42,199.31
41,161.36,273.08,176.80,177.65,230.71,228.52,313.41,304.43,215.60,206.29,269.18,224.15,219.40,180.55,185.96,203.92,208.34,276.97,202.64
42,164.30,278.54,179.93,180.79,235.17,232.94,319.87,310.75,219.78,210.28,274.60,228.52,223.54,183.87,189.38,207.67,212.09,282.48,205.96
43,167.20,284.00,183.07,183.92,239.64,237.36,326.33,317.02,224.01,214.23,280.01,232.89,227.67,187.20,192.80,211.42,215.84,288.04,209.29
44,170.10,289.47,186.20,187.10,244.10,241.78,332.83,323.33,228.19,218.17,285.43,237.31,231.80,190.52,196.22,215.18,219.59,293.60,212.61
45,173.04,294.93,189.34,190.24,248.57,246.19,339.29,329.60,232.42,222.16,290.80,241.68,235.93,193.80,199.64,218.93,223.35,-,215.94
46,175.94,300.39,192.47,193.37,252.99,250.61,345.75,335.87,236.60,226.10,296.21,246.05,240.07,197.13,203.06,222.68,227.19,-,219.26
47,178.89,305.85,195.61,196.56,257.45,255.03,352.26,342.19,240.83,230.09,301.63,250.42,244.20,200.45,206.48,226.43,230.95,-,222.63
48,181.78,311.32,198.79,199.69,261.92,259.45,358.72,348.46,245.01,234.03,307.04,254.84,248.33,203.78,209.90,230.19,234.70,-,225.96
49,184.73,316.78,201.92,202.87,266.38,263.86,365.18,354.73,249.23,238.02,312.46,259.21,252.46,207.10,213.32,233.94,238.45,-,229.28
50,187.63,322.24,205.06,206.01,270.85,268.28,371.64,361.05,253.41,241.97,317.82,263.58,256.60,210.43,216.74,237.69,242.20,-,232.61
51,190.57,327.66,208.19,209.14,275.31,272.70,378.15,367.32,257.59,245.96,323.24,268.00,260.73,213.75,220.16,241.44,245.96,-,235.93
52,193.47,333.12,211.33,212.33,279.78,277.12,384.61,373.64,261.82,249.90,328.65,272.37,264.86,217.08,223.58,245.20,249.66,-,239.26
53,196.41,338.58,214.46,215.46,284.24,281.53,391.07,379.91,266.00,253.89,334.07,276.74,268.99,220.40,227.00,248.95,253.41,-,242.58
54,199.31,344.04,217.60,218.64,288.66,285.95,397.58,386.18,270.23,257.83,339.48,281.11,273.17,223.68,230.42,252.70,257.17,-,245.91
55,202.21,349.51,220.73,221.78,293.12,290.37,404.04,392.49,274.41,261.82,344.85,285.52,277.31,227.00,233.84,256.45,260.92,-,249.23
56,205.15,354.97,223.87,224.91,297.59,294.79,410.50,398.76,278.64,265.76,350.27,289.89,281.44,230.33,237.26,260.21,264.67,-,252.56
57,208.05,360.43,227.00,228.10,302.05,299.20,416.96,405.08,282.82,269.75,355.68,294.26,285.57,233.65,240.68,263.96,268.42,-,255.93
58,211.00,365.89,230.14,231.23,306.52,303.62,423.46,411.35,287.04,273.70,361.10,298.63,289.70,236.98,244.10,267.71,272.13,-,259.26
59,213.89,371.36,233.27,234.41,310.98,308.04,429.92,417.62,291.22,277.69,366.51,303.05,293.84,240.30,247.52,271.46,275.88,-,262.58
60,216.84,376.82,236.41,237.55,315.45,312.46,436.38,423.94,295.45,281.63,371.93,307.42,297.97,243.63,250.94,275.22,279.63,-,265.91
61,219.74,382.28,239.54,240.68,319.91,316.87,442.84,430.21,299.63,285.57,377.29,311.79,302.10,246.95,254.36,278.97,283.39,-,269.23
62,222.68,387.74,242.73,243.87,324.38,321.29,449.35,436.48,303.86,289.56,382.71,316.16,306.23,250.28,257.78,282.72,287.23,-,272.56
63,225.58,393.21,245.86,247.00,328.80,325.71,455.81,442.80,308.04,293.50,388.12,320.58,310.37,253.60,261.20,286.47,290.99,-,275.88
64,228.52,398.67,249.00,250.14,333.26,330.13,462.27,449.07,312.27,297.49,393.54,324.95,314.50,256.88,264.62,290.23,294.74,-,279.21
65,231.42,404.13,252.13,253.32,337.73,334.54,468.78,455.38,316.45,301.44,398.95,329.32,318.63,260.21,268.04,293.98,298.44,-,282.53
66,234.32,409.59,255.27,256.45,342.19,338.96,475.24,461.65,320.67,305.43,404.32,333.69,322.76,263.53,271.46,297.73,302.20,-,285.86
67,237.26,415.06,258.40,259.64,346.66,343.38,481.70,467.92,324.85,309.37,-,-,-,-,274.88,-,-,-,-
68,240.16,420.52,261.54,262.77,351.12,347.80,488.16,474.24,329.08,313.36,-,-,-,-,278.30,-,-,-,-
69,243.11,425.98,264.67,265.91,355.59,352.21,494.67,480.51,333.26,317.30,-,-,-,-,281.72,-,-,-,-
70,246.00,431.44,267.81,269.09,360.05,356.63,501.13,486.83,337.49,321.29,-,-,-,-,285.14,-,-,-,-
,,,,,,,,,,,,,,,,
